fixed acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,type
MediumHigh,High,High,MediumHigh,MediumLow,MediumLow,MediumLow,White
Medium,MediumHigh,Medium,MediumHigh,High,High,MediumHigh,White
MediumLow,MediumHigh,MediumLow,Medium,Medium,Medium,MediumLow,White
MediumHigh,High,High,MediumHigh,High,Medium,High,White
MediumLow,High,Medium,High,High,MediumHigh,MediumHigh,White
Medium,High,MediumHigh,MediumHigh,MediumLow,High,MediumHigh,White
Medium,MediumLow,Medium,Medium,MediumLow,MediumHigh,High,White
High,Medium,Medium,MediumLow,MediumHigh,High,MediumHigh,Red
Medium,MediumLow,MediumHigh,Medium,MediumHigh,Medium,High,White
High,MediumHigh,MediumHigh,Medium,Medium,MediumHigh,Medium,White
High,High,High,High,MediumLow,MediumHigh,MediumLow,White
Medium,MediumHigh,MediumLow,MediumLow,High,MediumHigh,MediumHigh,Red
MediumHigh,MediumHigh,High,High,MediumLow,MediumLow,High,White
MediumLow,Medium,MediumHigh,MediumLow,High,High,Medium,Red
Medium,Medium,Medium,MediumLow,High,High,Medium,Red
Medium,High,MediumHigh,MediumHigh,Medium,Medium,Medium,White
MediumLow,MediumLow,Medium,Medium,High,MediumLow,High,White
Medium,MediumLow,Medium,Medium,MediumHigh,High,High,White
High,High,High,High,MediumLow,Medium,MediumLow,White
High,Medium,MediumHigh,MediumLow,High,MediumHigh,MediumLow,Red
High,Medium,MediumLow,MediumLow,High,MediumHigh,High,Red
MediumLow,Medium,MediumHigh,MediumHigh,High,High,High,White
MediumLow,MediumHigh,High,Medium,Medium,MediumHigh,High,White
Medium,High,High,High,MediumLow,Medium,MediumLow,White
MediumLow,MediumHigh,High,MediumHigh,Medium,Medium,MediumHigh,White
High,MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,White
MediumLow,High,High,Medium,MediumHigh,Medium,MediumLow,White
MediumHigh,High,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,White
MediumHigh,Medium,Medium,MediumLow,High,High,MediumLow,Red
MediumLow,MediumLow,High,MediumHigh,High,Medium,Medium,Red
MediumLow,MediumHigh,High,High,MediumLow,High,MediumHigh,White
MediumLow,High,High,High,Medium,Medium,Medium,White
MediumHigh,High,MediumHigh,High,MediumLow,Medium,MediumLow,White
Medium,Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,Medium,Red
Medium,MediumLow,Medium,Medium,MediumHigh,High,High,White
MediumHigh,High,Medium,Medium,MediumLow,MediumHigh,High,White
MediumLow,Medium,MediumLow,MediumLow,High,Medium,High,White
MediumLow,MediumHigh,Medium,Medium,MediumLow,Medium,MediumLow,White
High,Medium,MediumLow,High,MediumHigh,MediumHigh,Medium,White
Medium,MediumHigh,High,High,Medium,Medium,MediumLow,White
Medium,MediumHigh,High,Medium,Medium,Medium,Medium,Red
Medium,High,High,High,Medium,Medium,MediumLow,White
Medium,Medium,MediumLow,MediumLow,High,High,Medium,Red
MediumLow,MediumHigh,Medium,Medium,MediumHigh,MediumHigh,MediumHigh,White
Medium,MediumHigh,Medium,MediumHigh,Medium,MediumLow,High,White
High,Medium,MediumHigh,High,Medium,MediumHigh,MediumHigh,White
MediumHigh,Medium,MediumHigh,Medium,MediumLow,Medium,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,High,Red
MediumLow,MediumHigh,High,MediumHigh,MediumHigh,MediumLow,High,White
Medium,Medium,Medium,Medium,Medium,High,High,White
Medium,MediumHigh,High,High,High,Medium,MediumHigh,White
MediumHigh,Medium,Medium,Medium,MediumHigh,High,MediumLow,Red
High,MediumHigh,MediumLow,MediumLow,MediumLow,High,MediumHigh,Red
Medium,High,Medium,MediumHigh,MediumLow,MediumLow,MediumLow,White
MediumHigh,High,MediumHigh,High,MediumLow,Medium,MediumLow,White
Medium,Medium,Medium,MediumHigh,Medium,MediumLow,High,White
Medium,High,MediumHigh,High,Medium,High,Medium,White
High,Medium,MediumLow,MediumLow,Medium,High,MediumHigh,Red
MediumLow,Medium,High,High,MediumHigh,Medium,MediumHigh,White
Medium,MediumHigh,High,MediumHigh,Medium,MediumHigh,MediumHigh,White
Medium,Medium,MediumLow,MediumLow,High,High,High,Red
High,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,MediumHigh,Red
Medium,High,MediumLow,Medium,Medium,MediumLow,Medium,White
High,MediumLow,MediumHigh,MediumHigh,MediumLow,Medium,MediumHigh,White
MediumLow,MediumHigh,High,MediumHigh,High,Medium,MediumHigh,White
High,High,MediumHigh,High,MediumLow,Medium,MediumHigh,White
Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,High,Medium,White
MediumLow,MediumLow,Medium,Medium,High,Medium,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,Medium,Medium,Red
MediumLow,MediumLow,Medium,MediumHigh,Medium,MediumLow,High,White
MediumHigh,High,High,High,MediumLow,MediumHigh,MediumLow,White
MediumLow,MediumHigh,High,MediumHigh,High,MediumLow,High,White
MediumLow,Medium,High,High,High,High,High,White
Medium,MediumHigh,High,High,MediumHigh,Medium,MediumLow,White
Medium,MediumHigh,Medium,Medium,MediumHigh,MediumHigh,High,White
MediumLow,MediumLow,MediumHigh,Medium,MediumHigh,MediumLow,High,White
MediumLow,MediumLow,MediumLow,MediumLow,High,High,MediumLow,Red
MediumLow,Medium,MediumHigh,MediumLow,High,High,MediumHigh,Red
MediumHigh,High,High,High,Medium,High,MediumHigh,White
MediumLow,High,High,High,Medium,High,Medium,White
High,High,MediumHigh,High,MediumHigh,MediumHigh,MediumLow,White
MediumLow,MediumHigh,Medium,Medium,MediumHigh,MediumLow,MediumLow,White
MediumHigh,Medium,MediumHigh,MediumHigh,High,Medium,MediumHigh,White
Medium,High,MediumHigh,MediumHigh,MediumLow,MediumHigh,MediumLow,White
MediumHigh,MediumHigh,High,High,Medium,MediumHigh,MediumLow,White
High,High,High,High,High,MediumHigh,Medium,White
Medium,MediumHigh,MediumHigh,MediumHigh,High,MediumLow,MediumHigh,White
Medium,MediumHigh,High,High,Medium,Medium,Medium,White
MediumLow,MediumHigh,High,High,MediumHigh,MediumLow,MediumLow,White
MediumLow,MediumHigh,Medium,MediumLow,MediumLow,MediumLow,High,White
MediumHigh,MediumLow,MediumLow,MediumLow,High,Medium,Medium,Red
MediumLow,MediumLow,MediumHigh,Medium,MediumHigh,MediumHigh,High,White
MediumHigh,MediumHigh,Medium,Medium,High,High,Medium,White
MediumHigh,Medium,High,MediumHigh,Medium,MediumLow,High,White
Medium,High,High,MediumHigh,Medium,Medium,MediumLow,White
Medium,MediumHigh,High,Medium,MediumLow,Medium,High,White
MediumLow,MediumHigh,High,MediumHigh,MediumHigh,MediumLow,MediumHigh,White
Medium,MediumHigh,MediumHigh,MediumHigh,Medium,Medium,High,White
MediumLow,MediumLow,Medium,MediumLow,MediumHigh,MediumLow,High,White
MediumHigh,High,High,High,Medium,Medium,MediumLow,White
Medium,High,High,High,High,High,Medium,White
MediumHigh,Medium,MediumLow,MediumLow,High,Medium,High,Red
High,Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,Medium,Red
High,Medium,Medium,MediumLow,High,MediumHigh,MediumLow,Red
Medium,MediumLow,High,MediumHigh,Medium,MediumHigh,MediumHigh,White
High,Medium,MediumLow,MediumLow,High,High,MediumLow,Red
MediumLow,MediumHigh,High,High,MediumHigh,MediumLow,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,MediumHigh,MediumHigh,Red
Medium,High,MediumHigh,MediumHigh,MediumHigh,High,Medium,White
MediumLow,High,High,High,Medium,MediumHigh,Medium,White
Medium,MediumLow,High,MediumHigh,Medium,Medium,Medium,White
Medium,MediumHigh,High,High,MediumHigh,High,Medium,White
MediumLow,High,MediumHigh,MediumHigh,High,Medium,MediumLow,White
Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,High,Medium,Red
High,High,High,High,MediumLow,MediumHigh,Medium,White
Medium,High,MediumHigh,Medium,Medium,Medium,MediumHigh,White
MediumHigh,MediumLow,High,High,MediumLow,MediumLow,MediumHigh,White
High,Medium,MediumLow,MediumLow,Medium,High,High,Red
MediumLow,MediumLow,Medium,Medium,MediumHigh,Medium,High,White
High,High,High,High,MediumLow,MediumLow,Medium,White
Medium,High,Medium,Medium,High,MediumLow,High,White
Medium,MediumHigh,Medium,Medium,Medium,MediumLow,MediumLow,White
High,MediumLow,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
Medium,Medium,Medium,MediumLow,High,MediumHigh,High,Red
MediumLow,MediumHigh,MediumLow,MediumLow,High,High,High,Red
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,MediumLow,Red
Medium,MediumHigh,MediumLow,MediumLow,High,Medium,MediumHigh,Red
MediumLow,MediumLow,MediumHigh,MediumHigh,High,Medium,MediumHigh,White
High,High,Medium,Medium,Medium,Medium,Medium,White
MediumHigh,Medium,MediumHigh,MediumLow,MediumHigh,High,Medium,Red
MediumLow,Medium,MediumLow,MediumLow,High,High,High,Red
MediumHigh,MediumLow,Medium,MediumLow,MediumLow,Medium,High,White
High,High,High,High,Medium,High,MediumLow,White
Medium,MediumHigh,High,High,MediumHigh,MediumLow,Medium,White
Medium,MediumHigh,High,High,MediumLow,MediumLow,MediumLow,White
MediumHigh,Medium,MediumHigh,MediumHigh,MediumLow,Medium,High,White
High,MediumLow,High,MediumHigh,MediumLow,MediumLow,High,White
MediumHigh,High,High,High,MediumHigh,Medium,MediumLow,White
High,Medium,Medium,MediumLow,MediumLow,High,Medium,Red
Medium,Medium,MediumLow,MediumLow,High,MediumHigh,Medium,Red
Medium,Medium,Medium,Medium,MediumLow,MediumLow,Medium,White
MediumHigh,High,High,High,MediumLow,MediumLow,MediumLow,White
Medium,MediumLow,MediumHigh,Medium,MediumLow,High,High,White
MediumHigh,MediumHigh,MediumLow,MediumLow,MediumLow,Medium,High,White
Medium,High,Medium,High,MediumLow,MediumLow,MediumLow,White
MediumLow,MediumHigh,MediumHigh,Medium,MediumHigh,High,High,White
High,Medium,MediumLow,MediumLow,High,MediumHigh,Medium,Red
Medium,MediumHigh,MediumLow,MediumLow,High,High,High,Red
High,Medium,Medium,MediumLow,MediumHigh,High,High,Red
MediumLow,Medium,MediumHigh,High,High,MediumHigh,Medium,White
Medium,MediumLow,MediumHigh,Medium,Medium,MediumLow,High,White
MediumLow,MediumHigh,High,High,Medium,Medium,MediumLow,White
High,MediumLow,High,High,MediumHigh,High,MediumHigh,White
Medium,MediumHigh,MediumHigh,MediumHigh,Medium,MediumLow,MediumHigh,White
High,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,Medium,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
MediumHigh,High,High,High,High,Medium,Medium,White
MediumLow,MediumHigh,High,High,High,MediumLow,MediumHigh,White
Medium,High,High,High,Medium,Medium,MediumHigh,White
Medium,High,MediumLow,MediumLow,MediumLow,MediumHigh,MediumHigh,White
MediumHigh,MediumLow,MediumLow,MediumHigh,MediumLow,MediumHigh,MediumLow,White
Medium,High,MediumLow,Medium,MediumLow,MediumHigh,MediumLow,White
MediumHigh,MediumHigh,MediumLow,Medium,MediumLow,Medium,High,White
Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,High,Medium,White
MediumHigh,High,High,High,MediumLow,MediumLow,MediumLow,White
Medium,MediumLow,MediumHigh,Medium,Medium,High,High,White
High,MediumLow,MediumHigh,MediumHigh,High,MediumHigh,MediumHigh,White
MediumLow,MediumLow,High,MediumHigh,MediumHigh,Medium,High,White
MediumHigh,Medium,MediumHigh,Medium,MediumLow,MediumHigh,High,White
High,Medium,MediumHigh,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
MediumLow,High,MediumHigh,MediumHigh,MediumHigh,Medium,MediumLow,White
High,Medium,MediumLow,MediumLow,MediumLow,Medium,Medium,Red
MediumHigh,MediumHigh,MediumLow,MediumLow,MediumLow,Medium,High,White
MediumHigh,MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,High,White
High,MediumHigh,Medium,MediumHigh,MediumLow,Medium,High,White
MediumHigh,Medium,MediumLow,MediumLow,Medium,MediumHigh,MediumLow,Red
Medium,Medium,MediumHigh,MediumHigh,MediumLow,Medium,MediumHigh,White
Medium,High,High,High,Medium,Medium,Medium,White
High,MediumLow,MediumLow,MediumLow,MediumLow,Medium,Medium,Red
MediumHigh,MediumHigh,Medium,Medium,MediumLow,MediumHigh,MediumLow,White
Medium,MediumHigh,Medium,MediumHigh,High,High,High,White
MediumLow,MediumLow,High,High,High,High,MediumHigh,White
High,MediumLow,MediumLow,MediumHigh,MediumLow,MediumHigh,Medium,White
Medium,High,High,High,High,High,MediumHigh,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,MediumHigh,Red
MediumLow,MediumLow,High,High,High,MediumHigh,Medium,White
Medium,MediumHigh,High,MediumHigh,Medium,MediumLow,MediumHigh,White
High,MediumLow,MediumHigh,MediumLow,High,High,Medium,Red
Medium,High,MediumHigh,High,MediumHigh,High,MediumLow,White
MediumLow,MediumHigh,High,Medium,MediumHigh,MediumHigh,High,White
MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,MediumLow,MediumHigh,White
MediumHigh,High,High,High,High,High,MediumLow,White
Medium,MediumLow,MediumHigh,Medium,MediumHigh,High,High,White
High,MediumLow,MediumLow,MediumLow,MediumLow,High,MediumHigh,White
Medium,MediumHigh,MediumLow,Medium,MediumLow,Medium,Medium,White
Medium,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
MediumLow,High,High,Medium,MediumLow,Medium,MediumLow,White
MediumLow,MediumHigh,High,High,MediumHigh,High,Medium,White
Medium,High,Medium,Medium,High,MediumHigh,MediumHigh,White
MediumHigh,MediumLow,MediumHigh,Medium,Medium,MediumHigh,MediumHigh,White
MediumHigh,Medium,MediumHigh,Medium,MediumLow,MediumLow,Medium,White
High,MediumLow,Medium,Medium,MediumLow,Medium,High,White
MediumLow,MediumHigh,High,High,Medium,Medium,MediumHigh,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,MediumLow,Red
MediumLow,MediumHigh,Medium,MediumHigh,High,Medium,MediumHigh,White
MediumLow,Medium,Medium,Medium,MediumHigh,MediumLow,High,White
High,MediumHigh,Medium,Medium,High,High,High,Red
MediumHigh,MediumHigh,MediumHigh,Medium,Medium,MediumLow,MediumLow,White
MediumLow,High,High,MediumHigh,MediumLow,Medium,MediumHigh,White
High,High,High,High,Medium,MediumHigh,Medium,White
Medium,MediumLow,MediumHigh,High,MediumLow,Medium,Medium,White
High,Medium,Medium,MediumHigh,MediumLow,High,Medium,Red
Medium,MediumHigh,Medium,MediumHigh,MediumHigh,MediumLow,Medium,White
High,High,MediumHigh,High,Medium,Medium,MediumHigh,White
Medium,High,High,High,Medium,MediumHigh,MediumLow,White
Medium,High,MediumHigh,MediumHigh,Medium,MediumLow,MediumHigh,White
Medium,Medium,MediumHigh,MediumLow,High,High,MediumHigh,Red
MediumHigh,MediumLow,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,White
MediumHigh,High,High,High,MediumLow,High,Medium,White
MediumHigh,MediumLow,Medium,Medium,MediumLow,High,MediumHigh,White
MediumHigh,Medium,Medium,High,High,Medium,MediumHigh,White
MediumHigh,MediumLow,High,Medium,MediumLow,High,Medium,White
High,Medium,Medium,MediumLow,Medium,MediumHigh,Medium,Red
Medium,MediumLow,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
MediumHigh,MediumLow,High,Medium,Medium,MediumLow,MediumLow,White
High,High,High,High,MediumLow,Medium,Medium,White
High,MediumLow,Medium,MediumLow,High,MediumHigh,Medium,Red
Medium,MediumHigh,High,High,Medium,MediumLow,MediumLow,White
MediumHigh,High,High,High,MediumHigh,High,MediumLow,White
Medium,MediumLow,High,High,Medium,Medium,Medium,White
High,Medium,Medium,MediumLow,MediumHigh,MediumHigh,High,Red
Medium,MediumHigh,Medium,Medium,MediumLow,MediumLow,MediumHigh,White
High,Medium,High,High,High,High,MediumHigh,White
High,Medium,MediumLow,MediumLow,High,MediumHigh,High,Red
High,MediumHigh,MediumLow,Medium,MediumHigh,MediumHigh,Medium,Red
High,Medium,MediumLow,MediumHigh,MediumLow,High,Medium,White
MediumLow,MediumHigh,High,High,Medium,High,MediumHigh,White
High,Medium,MediumHigh,MediumLow,High,High,High,Red
MediumLow,High,High,High,Medium,High,MediumLow,White
MediumHigh,MediumHigh,Medium,Medium,MediumHigh,MediumHigh,Medium,White
MediumHigh,High,High,High,MediumHigh,Medium,MediumLow,White
Medium,Medium,Medium,Medium,High,High,High,White
Medium,MediumHigh,MediumLow,Medium,MediumHigh,MediumHigh,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,High,Red
MediumHigh,MediumHigh,High,High,High,MediumHigh,Medium,White
Medium,Medium,Medium,Medium,Medium,Medium,High,White
Medium,High,MediumHigh,Medium,MediumLow,MediumLow,High,White
High,MediumHigh,MediumHigh,MediumLow,MediumLow,High,MediumLow,Red
Medium,Medium,MediumHigh,Medium,MediumLow,High,High,White
Medium,MediumHigh,Medium,MediumHigh,Medium,MediumHigh,MediumHigh,White
MediumLow,MediumHigh,MediumHigh,MediumHigh,High,MediumLow,High,White
High,MediumHigh,Medium,Medium,MediumHigh,MediumHigh,MediumLow,Red
Medium,MediumHigh,High,High,Medium,Medium,MediumLow,White
Medium,High,High,MediumHigh,MediumLow,MediumLow,MediumLow,White
Medium,MediumHigh,MediumLow,Medium,MediumHigh,MediumHigh,High,White
MediumHigh,Medium,Medium,Medium,MediumHigh,Medium,High,White
Medium,Medium,High,High,High,High,MediumHigh,White
High,Medium,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,White
Medium,High,MediumLow,Medium,Medium,MediumLow,MediumLow,White
MediumLow,High,MediumHigh,High,MediumHigh,Medium,Medium,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,Medium,Red
MediumLow,MediumLow,MediumLow,MediumLow,High,MediumHigh,High,Red
Medium,MediumHigh,Medium,MediumHigh,Medium,Medium,MediumLow,White
High,Medium,Medium,MediumLow,High,High,MediumHigh,Red
MediumLow,Medium,Medium,MediumLow,High,High,MediumHigh,Red
High,MediumHigh,MediumLow,MediumLow,MediumHigh,High,Medium,Red
High,Medium,MediumLow,MediumLow,MediumLow,High,MediumLow,Red
MediumLow,MediumHigh,Medium,MediumHigh,MediumLow,MediumHigh,MediumLow,White
High,MediumHigh,High,High,Medium,Medium,MediumHigh,White
High,MediumHigh,MediumHigh,High,MediumLow,MediumLow,High,White
MediumHigh,MediumHigh,Medium,MediumLow,MediumLow,MediumLow,High,White
MediumLow,MediumLow,Medium,Medium,High,MediumLow,High,White
MediumLow,MediumLow,Medium,Medium,Medium,Medium,Medium,White
MediumLow,High,High,MediumHigh,Medium,MediumLow,Medium,White
MediumHigh,High,Medium,MediumHigh,MediumLow,Medium,MediumLow,White
MediumHigh,High,Medium,Medium,MediumLow,MediumLow,MediumHigh,White
MediumHigh,MediumHigh,MediumHigh,Medium,Medium,Medium,High,White
MediumHigh,Medium,Medium,MediumLow,MediumLow,MediumHigh,High,White
Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,High,White
MediumHigh,Medium,MediumHigh,Medium,MediumHigh,MediumHigh,High,White
MediumLow,MediumLow,MediumHigh,Medium,MediumHigh,High,MediumHigh,White
MediumLow,MediumHigh,High,High,Medium,Medium,Medium,White
High,MediumLow,Medium,MediumHigh,MediumLow,Medium,MediumHigh,White
High,MediumLow,Medium,Medium,MediumLow,Medium,Medium,White
High,Medium,Medium,High,MediumLow,Medium,High,White
MediumHigh,Medium,MediumLow,MediumLow,Medium,MediumHigh,Medium,Red
High,Medium,MediumLow,MediumLow,Medium,Medium,MediumLow,Red
MediumHigh,Medium,Medium,MediumLow,MediumHigh,MediumHigh,Medium,Red
MediumLow,MediumHigh,High,MediumHigh,High,Medium,MediumHigh,White
High,Medium,MediumLow,MediumLow,High,MediumHigh,Medium,Red
MediumLow,MediumHigh,Medium,Medium,High,Medium,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,High,Medium,Red
Medium,Medium,MediumHigh,Medium,MediumLow,MediumLow,High,White
MediumLow,MediumLow,MediumHigh,MediumHigh,High,Medium,MediumHigh,White
Medium,MediumHigh,MediumHigh,Medium,MediumHigh,High,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,MediumLow,Red
MediumHigh,High,High,MediumHigh,Medium,MediumLow,Medium,White
MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,MediumLow,Medium,White
High,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumLow,High,White
High,High,High,High,Medium,Medium,Medium,White
MediumHigh,High,High,High,MediumLow,MediumHigh,MediumLow,White
MediumHigh,Medium,MediumHigh,Medium,High,High,MediumHigh,Red
Medium,High,MediumHigh,MediumHigh,MediumLow,MediumLow,High,White
Medium,MediumHigh,MediumLow,MediumHigh,High,High,High,White
MediumHigh,MediumLow,MediumLow,Medium,MediumHigh,Medium,MediumHigh,White
Medium,High,MediumHigh,MediumLow,Medium,Medium,MediumHigh,White
High,Medium,MediumLow,MediumLow,Medium,High,High,Red
MediumHigh,MediumHigh,MediumHigh,High,MediumHigh,High,Medium,White
MediumHigh,MediumLow,MediumHigh,High,MediumLow,Medium,Medium,White
MediumLow,MediumHigh,High,High,MediumLow,MediumLow,MediumLow,White
High,High,High,High,MediumLow,MediumHigh,Medium,White
